City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Carberry,CA,49.8689,-99.3602,10.63,91,80,7.02,broken clouds
468,Karratha,AU,-20.7377,116.8463,84.88,68,11,11.23,few clouds
469,Lichinga,MZ,-13.3128,35.2406,68.09,94,75,13.8,thunderstorm
470,Anadyr,RU,64.75,177.4833,-17.9,69,0,17.9,clear sky
471,Russell,US,32.3502,-85.1999,63.55,63,75,4.61,broken clouds
472,Beatrice,US,40.2681,-96.747,28.38,80,100,20.71,overcast clouds
473,Biak,ID,-0.9131,122.8766,76.03,82,99,4.47,moderate rain
474,Lorvao,PT,40.2594,-8.3168,49.46,78,0,3.6,clear sky
475,Salalah,OM,17.0151,54.0924,71.62,73,42,9.75,scattered clouds
476,Faya,SA,18.3851,42.4509,53.71,72,1,4.45,clear sky
477,Smithers,CA,54.7804,-127.1743,34.12,100,75,2.3,broken clouds
478,Gorontalo,ID,0.5412,123.0595,73.99,95,100,3.83,overcast clouds
479,Basco,PH,20.4487,121.9702,70.43,69,100,22.59,overcast clouds
480,Yabrud,SY,33.9674,36.6574,40.12,80,30,1.14,scattered clouds
481,Talwandi Bhai,IN,30.85,74.9333,45.99,80,0,5.23,clear sky
482,Kamenka,RU,51.3223,42.7678,16.38,83,7,6.24,clear sky
483,Changji,CN,44.0167,87.3167,-3.21,84,4,2.24,mist
484,Hambantota,LK,6.1241,81.1185,74.32,81,90,10.07,overcast clouds
485,Bow Island,CA,49.8668,-111.3684,35.78,80,100,8.05,overcast clouds
486,Nuuk,GL,64.1835,-51.7216,32.92,96,100,42.66,light snow
487,San Ignacio,BZ,17.1561,-89.0714,87.94,62,20,4.61,few clouds
488,Vestmannaeyjar,IS,63.4427,-20.2734,40.95,68,100,9.82,overcast clouds
489,Alvaraes,BR,-3.2208,-64.8042,89.47,55,52,4.41,broken clouds
490,Ust-Abakan,RU,53.8525,91.3742,13.91,67,0,11.18,clear sky
491,Constitucion,CL,-35.3333,-72.4167,66.63,55,0,19.13,clear sky
492,Venancio Aires,BR,-29.6064,-52.1919,100.27,22,35,9.26,scattered clouds
493,Nandikotkur,IN,15.8667,78.2667,65.71,71,13,8.23,few clouds
494,Pouebo,NC,-20.4,164.5667,80.19,83,9,8.57,clear sky
495,Koungou,YT,-12.7336,45.2042,82.11,83,100,20.71,light rain
496,Taoudenni,ML,22.6783,-3.9836,72.37,11,92,7.83,overcast clouds
497,Xintai,CN,35.9006,117.7519,21.0,34,50,1.74,scattered clouds
498,Wuwei,CN,37.9281,102.6414,11.35,57,79,4.52,broken clouds
499,Moron,AR,-34.6534,-58.6198,94.95,40,44,10.33,scattered clouds
500,Leshukonskoye,RU,64.8989,45.7622,34.0,98,100,14.32,light snow
501,Buin,CL,-33.7333,-70.75,90.05,26,0,13.22,clear sky
502,Saskylakh,RU,71.9167,114.0833,-30.05,99,77,8.99,broken clouds
503,Port Antonio,JM,18.18,-76.4612,89.01,79,100,12.37,overcast clouds
504,Gannan,CN,47.9147,123.5031,-24.3,98,18,2.93,few clouds
505,Tautira,PF,-17.7333,-149.15,80.31,83,40,17.38,light rain
506,Shamary,RU,57.3434,58.2199,8.4,95,99,9.93,overcast clouds
507,Tra Vinh,VN,9.9347,106.3453,73.0,81,100,4.09,overcast clouds
508,Vaitape,PF,-16.5167,-151.75,81.09,77,79,18.12,broken clouds
509,Dagami,PH,11.0608,124.9028,75.0,92,100,6.35,moderate rain
510,Kailua,US,21.4022,-157.7394,75.9,89,85,1.01,overcast clouds
511,Imbituba,BR,-28.24,-48.6703,82.76,68,0,10.42,clear sky
512,Mehamn,NO,71.0357,27.8492,35.51,80,40,21.85,light snow
513,Ostrovnoy,RU,68.0531,39.5131,23.18,95,100,11.43,overcast clouds
514,Noumea,NC,-22.2763,166.4572,82.0,99,0,2.08,clear sky
515,Ust-Kuyga,RU,70.0167,135.6,-52.42,100,100,5.84,overcast clouds
516,Pinega,RU,64.7001,43.3936,34.38,99,100,13.78,light snow
517,Ardmore,US,34.1743,-97.1436,40.24,81,100,11.5,overcast clouds
518,Komsomolskiy,UZ,40.4272,71.7189,18.32,86,100,4.61,fog
519,Wattegama,LK,6.7989,81.4808,69.67,90,74,4.25,broken clouds
520,Sarakhs,IR,36.5449,61.1577,27.82,47,0,4.56,clear sky
521,Charleston,US,32.7766,-79.9309,73.58,89,75,19.57,mist
522,Baijiantan,CN,45.6333,85.1833,-8.63,91,8,5.61,clear sky
523,Veraval,IN,20.9,70.3667,61.5,36,1,14.29,clear sky
524,Aykhal,RU,66.0,111.5,-36.47,100,92,6.38,overcast clouds
525,Goderich,CA,43.7501,-81.7165,32.92,86,100,18.41,snow
526,El Limon,VE,10.3059,-67.6321,87.12,47,100,3.74,overcast clouds
527,Parlakimidi,IN,18.7667,84.0833,64.35,66,15,2.91,few clouds
528,Gamboma,CG,-1.8764,15.8644,77.0,63,85,4.0,overcast clouds
529,Phan Thiet,VN,10.9333,108.1,71.42,75,77,4.09,broken clouds
530,Codrington,AU,-38.2667,141.9667,56.68,75,4,8.52,clear sky
531,Concordia,AR,-31.393,-58.0209,100.69,18,100,6.76,overcast clouds
532,Beaumont,US,30.0861,-94.1019,53.58,64,100,13.8,overcast clouds
533,Itarema,BR,-2.9248,-39.9167,80.08,74,66,9.42,light rain
534,Mao,ES,39.8885,4.2658,48.76,81,75,21.85,broken clouds
535,Hit,IQ,33.6416,42.8251,52.21,33,0,5.37,clear sky
536,Celestun,MX,20.8667,-90.4,79.79,74,0,13.53,clear sky
537,Palmerston,AU,-12.486,130.9833,76.98,100,100,3.44,overcast clouds
538,Khandyga,RU,62.6667,135.6,-56.9,100,82,0.87,broken clouds
539,Filingue,NE,14.3521,3.3168,82.71,11,28,7.61,scattered clouds
540,Huainan,CN,32.6264,116.9969,27.73,54,4,1.5,clear sky
541,Maragogi,BR,-9.0122,-35.2225,80.73,65,5,12.93,clear sky
542,Shieli,KZ,44.1667,66.75,24.15,76,52,6.53,broken clouds
543,Wuning,CN,29.2589,120.2311,31.33,58,0,2.24,clear sky
544,Sarmanovo,RU,55.2553,52.5891,21.88,98,98,9.33,overcast clouds
545,Gazanjyk,TM,39.2446,55.5154,31.08,49,0,6.44,clear sky
546,Valdemarpils,LV,57.3707,22.5919,34.32,92,81,12.19,broken clouds
547,Khorramshahr,IR,30.4397,48.1664,49.96,100,100,4.61,fog
548,Beloha,MG,-25.1667,45.05,75.07,82,100,20.0,overcast clouds
549,Jaguariaiva,BR,-24.2511,-49.7058,81.3,50,2,3.85,clear sky
550,Mildura,AU,-34.2,142.15,59.07,73,23,15.93,few clouds
551,Krasnyy Chikoy,RU,50.3643,108.7512,-6.03,98,100,4.83,overcast clouds
552,Debre Sina,ET,9.85,39.7667,50.54,65,7,1.3,clear sky
553,Dahra,DZ,36.2546,0.8519,42.19,81,97,8.52,light rain
554,Sioux Lookout,CA,50.1001,-91.917,5.07,78,40,5.75,scattered clouds
555,Loncoche,CL,-39.3667,-72.6333,72.54,31,12,8.95,few clouds
556,Ilebo,CD,-4.3167,20.5833,69.21,93,100,2.73,overcast clouds
557,Perelyub,RU,51.8667,50.3667,3.58,92,18,4.97,few clouds
558,Maymyo,MM,22.0333,96.4667,55.17,40,4,1.77,clear sky
559,Meadow Lake,US,34.8014,-106.5436,40.6,34,70,20.38,broken clouds
560,Blackwater,AU,-23.5833,148.8833,72.5,76,61,6.2,broken clouds
561,Hamilton,US,39.1834,-84.5333,47.19,85,100,19.57,overcast clouds
562,Geelong,AU,-38.1471,144.3607,60.71,89,100,6.91,overcast clouds
563,Peterhead,GB,57.5058,-1.7981,43.2,83,11,25.39,few clouds
564,Kitimat,CA,54.0524,-128.6534,43.18,28,100,4.56,light rain
565,Ulagan,RU,50.6321,87.9563,-13.43,92,80,2.73,broken clouds
566,Madera,US,37.1666,-119.8343,66.97,76,0,3.56,clear sky
567,Trapani,IT,37.8333,12.6667,46.27,93,40,5.75,scattered clouds
568,Osakarovka,KZ,50.565,72.5692,1.31,90,74,10.42,broken clouds
569,Kulhudhuffushi,MV,6.6221,73.07,76.17,88,100,8.68,overcast clouds
570,Ancud,CL,-41.8697,-73.8203,59.99,71,93,11.97,overcast clouds
571,Sabha,LY,27.0377,14.4283,58.55,28,0,8.84,clear sky
572,Kalianget,ID,-7.05,113.9333,78.19,85,100,10.36,moderate rain
573,Arawa,PG,-6.2132,155.5367,76.19,90,95,1.61,overcast clouds
574,Kalmar,SE,56.6616,16.3616,35.15,87,0,10.36,clear sky
575,Megion,RU,61.0296,76.1136,14.02,91,100,17.49,overcast clouds
576,Chervonohryhorivka,UA,47.623,34.5389,28.96,79,1,4.83,clear sky
577,Nguru,NG,12.8791,10.4526,78.57,9,16,8.86,few clouds
578,Katobu,ID,-4.9408,122.5276,75.42,94,100,1.86,overcast clouds
579,Hyeres,FR,43.1167,6.1167,49.68,79,0,3.44,clear sky
580,Okato,NZ,-39.2,173.8833,68.18,74,100,5.01,overcast clouds
581,West Plains,US,36.7281,-91.8524,35.1,81,100,13.8,moderate rain
582,Tadine,NC,-21.55,167.8833,80.73,82,6,6.26,clear sky
583,Vargem Grande,BR,-3.5431,-43.9158,76.48,95,100,4.0,moderate rain
584,Oktyabrskiy,RU,54.4815,53.471,3.83,99,92,6.53,overcast clouds
585,Shubarkuduk,KZ,49.1447,56.4872,3.81,97,13,2.75,few clouds
586,Santa Maria Del Oro,MX,25.9333,-105.3667,63.46,9,39,4.45,scattered clouds
587,Zaraza,VE,9.3503,-65.3245,89.73,36,96,6.73,overcast clouds
588,Aketi,CD,2.7388,23.7833,76.8,46,54,2.44,broken clouds
589,Saint Anthony,US,45.0205,-93.218,28.85,85,100,13.8,light snow
590,Plattsburgh,US,44.6995,-73.4529,31.32,80,100,4.61,snow
591,Marsabit,KE,2.3284,37.9899,72.79,36,0,10.22,clear sky
592,Bogatyr,RU,53.4298,49.9455,14.49,85,0,8.95,clear sky
593,Sambir,UA,49.5183,23.1975,30.87,87,51,6.55,broken clouds
594,Cayenne,GF,4.9333,-52.3333,82.44,61,40,10.36,scattered clouds
595,Tazovskiy,RU,67.4667,78.7,7.9,95,100,11.3,light snow
596,Malindi,KE,-3.2175,40.1191,80.76,74,40,9.22,scattered clouds
597,Finschhafen,PG,-6.6024,147.8681,76.08,91,100,4.83,overcast clouds
598,Taga,RO,46.95,24.05,32.32,66,5,2.68,clear sky
599,Chinsali,ZM,-10.5414,32.0816,63.55,95,100,4.14,overcast clouds
600,Meulaboh,ID,4.1363,96.1285,73.94,87,100,3.76,overcast clouds
601,Antalaha,MG,-14.9003,50.2788,76.08,89,100,5.73,light rain
602,Preobrazheniye,RU,42.9019,133.9064,1.6,74,1,9.95,clear sky
603,Taksimo,RU,56.3444,114.8794,-17.14,98,100,0.74,overcast clouds
604,Turukhansk,RU,65.8167,87.9833,-2.52,96,100,18.03,light snow
605,Miraflores,MX,19.2167,-98.8083,75.97,23,0,6.02,clear sky
606,Fort Walton Beach,US,30.4058,-86.6188,64.09,77,100,15.01,overcast clouds
607,Magnolia,US,33.2671,-93.2393,44.29,70,100,8.01,overcast clouds
608,Uruzgan,AF,32.8333,66.0,24.93,48,0,6.85,clear sky
609,Dillon,US,34.4166,-79.3712,66.25,93,100,19.42,moderate rain
610,Tamasane,BW,-22.4184,27.4013,75.94,36,10,12.66,clear sky
611,Manono,CD,-7.3,27.4167,66.33,95,99,3.0,overcast clouds
612,Kandra,IN,22.85,86.05,67.86,39,12,2.66,few clouds
613,Puerto Escondido,MX,15.85,-97.0667,85.3,52,6,8.05,clear sky
614,Xudat,AZ,41.631,48.681,34.97,71,3,2.57,clear sky
615,Khvalynsk,RU,52.4906,48.1058,8.96,85,3,5.57,clear sky
616,Honningsvag,NO,70.9821,25.9704,31.75,93,75,16.11,light snow
617,Ondjiva,AO,-17.0667,15.7333,75.18,62,99,4.97,overcast clouds
618,Aksu,CN,41.1231,80.2644,6.66,88,82,4.21,broken clouds
619,Tchollire,CM,8.4022,14.1698,78.8,14,71,0.78,broken clouds
620,Knysna,ZA,-34.0363,23.0471,65.7,81,0,5.99,clear sky
621,Santiago Del Estero,AR,-27.7951,-64.2615,78.53,77,95,9.93,overcast clouds
622,Akyab,MM,20.15,92.9,67.35,72,0,5.75,clear sky
623,Camacha,PT,33.0833,-16.3333,58.42,59,75,14.97,broken clouds
624,Poya,NC,-21.35,165.15,79.86,85,3,3.47,clear sky
625,Goundam,ML,16.4145,-3.6708,82.31,11,40,8.88,scattered clouds
626,Muros,ES,42.7762,-9.0603,51.1,69,3,13.96,clear sky
627,Dudinka,RU,69.4058,86.1778,-3.39,91,100,25.12,overcast clouds
628,Valparaiso,CL,-33.0393,-71.6273,75.43,72,0,14.97,clear sky
629,Gambo,CF,4.6482,22.2633,75.45,29,4,2.8,clear sky
630,Southbridge,US,42.0751,-72.0334,36.75,79,100,1.99,light snow
631,Jumla,NP,29.2747,82.1838,34.18,86,23,6.78,few clouds
632,Galle,LK,6.0367,80.217,74.73,86,100,2.68,overcast clouds
633,Panzhihua,CN,26.5851,101.7128,45.64,68,2,1.57,clear sky
634,Fornosovo,RU,59.5689,30.5544,35.26,98,100,11.12,overcast clouds
635,Mahebourg,MU,-20.4081,57.7,75.25,100,75,3.44,heavy intensity rain
636,Guiyang,CN,26.5833,106.7167,39.69,52,100,4.47,overcast clouds
637,Searcy,US,35.2506,-91.7363,43.09,70,100,13.8,overcast clouds
638,Olinda,BR,-8.0089,-34.8553,83.93,58,20,8.05,few clouds
639,Wlingi,ID,-8.0776,112.3311,71.51,96,100,1.05,light rain
640,Ordu,TR,40.9086,37.6845,33.42,89,100,0.63,overcast clouds
641,Cap Estate,LC,14.0833,-60.95,82.06,65,40,11.5,scattered clouds
642,Mbini,GQ,1.574,9.6134,80.64,80,81,5.3,broken clouds
643,Bhunya,SZ,-26.55,31.0167,64.13,95,97,3.65,light rain
644,Waingapu,ID,-9.6567,120.2641,78.15,83,94,3.91,overcast clouds
645,Qaqortoq,GL,60.7167,-46.0333,34.07,98,100,18.52,overcast clouds
646,Salisbury,GB,51.0693,-1.7957,43.81,98,75,12.66,light intensity drizzle
647,Diego De Almagro,CL,-26.3667,-70.05,84.72,27,0,15.43,clear sky
648,Balkhash,KZ,46.844,74.9804,-6.34,98,20,7.18,few clouds
649,Harper,LR,4.375,-7.7169,79.75,83,92,5.17,overcast clouds
650,Portree,GB,57.4129,-6.1942,42.53,89,100,7.65,overcast clouds
651,Stromness,GB,58.965,-3.296,44.56,87,6,10.0,clear sky
652,Songea,TZ,-10.6833,35.65,72.75,73,40,4.61,scattered clouds
653,Trat,TH,12.5,102.5,73.87,59,100,6.58,overcast clouds
654,Guiratinga,BR,-16.3494,-53.7583,82.0,68,81,3.33,heavy intensity rain
655,Malm,NO,64.0721,11.2172,40.78,94,100,11.7,overcast clouds
656,Sfantu Gheorghe,RO,45.8667,25.7833,30.92,77,9,4.03,clear sky
657,Doha,QA,25.2867,51.5333,67.89,77,0,14.97,clear sky
658,Cururupu,BR,-1.8283,-44.8683,75.94,93,100,2.86,overcast clouds
659,Janossomorja,HU,47.7862,17.136,36.19,77,100,3.02,overcast clouds
660,Kysyl-Syr,RU,63.8986,122.7617,-49.5,100,100,3.56,overcast clouds
661,San Vicente,AR,-26.6167,-54.1333,84.6,38,90,2.64,overcast clouds
662,Centenario Do Sul,BR,-22.8211,-51.5953,87.24,48,48,2.53,scattered clouds
663,Berlevag,NO,70.8578,29.0864,35.55,69,40,25.32,light snow
664,Lerwick,GB,60.1545,-1.1494,46.4,80,9,18.57,clear sky
665,Mnogovershinnyy,RU,53.9353,139.9242,-11.81,92,100,6.85,overcast clouds
666,Seoul,KR,37.5683,126.9778,18.84,74,100,6.91,light snow
667,Belaya Gora,RU,68.5333,146.4167,-37.28,100,38,1.99,scattered clouds
668,Mugumu,TZ,-1.85,34.7,64.09,73,76,2.26,broken clouds
669,Ulaanbaatar,MN,47.9077,106.8832,-29.07,68,0,2.24,clear sky
670,Energeticheskiy,KZ,43.4278,77.0222,3.76,92,40,2.24,fog
671,Burnie,AU,-41.0667,145.9167,56.95,78,9,11.41,clear sky
672,Burley,US,42.5357,-113.7928,27.3,86,100,4.61,overcast clouds
673,Moroni,KM,-11.7022,43.2551,80.74,87,62,17.65,broken clouds
674,Dukat,RU,62.55,155.55,-12.86,100,100,4.79,overcast clouds
675,Chara,RU,56.9064,118.2631,-24.5,82,99,1.88,overcast clouds
676,Harindanga,IN,22.0383,88.3214,70.41,68,5,5.01,clear sky
677,Muskogee,US,35.5834,-95.3336,38.55,87,100,10.36,overcast clouds
678,Cape Canaveral,US,28.4058,-80.6048,86.07,65,44,14.99,scattered clouds
679,Odweyne,SO,9.4092,45.064,67.91,64,67,1.81,broken clouds
680,Iquique,CL,-20.2208,-70.1431,78.84,73,67,5.91,broken clouds
681,Vrede,ZA,-27.4257,29.1659,57.43,89,30,11.34,scattered clouds
682,Sakaraha,MG,-22.9,44.5333,72.7,82,100,12.8,light rain
683,Aldan,RU,58.6031,125.3894,-33.88,97,100,4.65,overcast clouds
684,Kijang,KR,35.2442,129.2139,19.13,22,0,4.27,clear sky
685,Zavodskoy,RU,43.4597,132.2922,-22.41,76,4,0.0,clear sky
686,Upata,VE,8.0086,-62.3989,78.19,59,98,4.61,overcast clouds
687,Kaputa,ZM,-8.4689,29.6619,68.29,87,100,6.11,overcast clouds
688,Luchegorsk,RU,46.4764,134.2569,-35.97,100,12,1.41,few clouds
689,Oranjemund,NA,-28.55,16.4333,61.99,82,0,17.05,clear sky
690,Banjar,ID,-8.19,114.9675,76.91,90,100,5.12,overcast clouds
691,Batagay-Alyta,RU,67.8006,130.4114,-35.54,91,100,2.59,overcast clouds
692,Kyshtovka,RU,56.555,76.6271,14.36,91,100,13.13,overcast clouds
693,Fairhope,US,30.523,-87.9033,63.1,62,40,6.91,scattered clouds
694,Ornskoldsvik,SE,63.2909,18.7153,40.15,81,100,18.41,overcast clouds
695,Kulykiv,UA,50.3142,24.8176,33.67,66,100,5.44,overcast clouds
696,Koppies,ZA,-27.2418,27.5742,65.17,64,49,18.88,scattered clouds
697,North Bend,US,43.4065,-124.2243,52.07,93,0,0.0,clear sky
698,Aloleng,PH,16.1307,119.7824,73.04,66,25,11.41,scattered clouds
699,Kankaanpaa,FI,61.8,22.4167,38.16,99,100,7.25,overcast clouds
700,Bandundu,CD,-3.3167,17.3667,73.92,83,54,2.75,broken clouds
701,Alofi,NU,-19.0595,-169.9187,80.49,83,7,3.44,clear sky
